title,singer,album,producer,distributor,year_month,is_popular,external_factors,num_times_top_10,num_times_top_5,num_times_top_1
The Roof Is Broke (Demo Mix),Cessyl Orchestra,영화 Begin Again OST,Interscope Records,Universal Music,201409,0,0,0,0,0
The Shadow,보아(BoA),Only One,SM Entertainment,지니뮤직,201208,0,0,0,0,0
The Time (Dirty Bit),Black Eyed Peas,The Beginning & The Best Of The E.N.D.,Universal Music,Universal Music,201011-201012,0,0,0,0,0
The Time Goes On,비와이 (BewhY),Time Travel,$exy $treet & Yello Music,루미넌트엔터테인먼트,201607,1,0,0,0,0
There`s Nothing Holdin` Me Back,Shawn Mendes,Illuminate (New Deluxe Ver.),"Island Records, a division of UMG Recordings, Inc.",Universal Music,201712,1,1,0,0,0
They Never Know,EXO,EX’ACT - The 3rd Album,SM Entertainment,지니뮤직,201606,0,0,0,0,0
Think About` Chu (Prod. By 박근태),"샘김, 로꼬",Boys and Girls Music Vol.1,열두시,카카오 M,201701,0,0,0,0,0
This Christmas,태연 (TAEYEON),This Christmas  Winter is Coming,SM Entertainment,지니뮤직,201712,1,0,0,0,0
This Love,신화,11집 The Classic,신화컴퍼니,Stone Music Entertainment,201305,1,0,0,0,0
Thunder,EXO-K,The 2nd Mini Album ‘중독 (Overdose)’,SM Entertainment,지니뮤직,201405,1,0,0,0,0
Thunder,Imagine Dragons,Evolve,"KIDinaKORNER, Interscope Records",Universal Music,201802-201810-201904-201908-201909-201910,0,0,0,0,0
Tik Tok,Ke$ha,Animal + Cannibal (Deluxe Edition),Rca Records Label,Sony Music,201002,1,0,0,0,0
Time Is Running Out,Muse,Absolution,Warner Music,Warner Music,201009,0,0,0,0,0
Time Lapse,태연 (TAEYEON),My Voice - The 1st Album,SM Entertainment,지니뮤직,201703,0,0,0,0,0
To Be One (Outro.),Wanna One (워너원),1-1=0 (NOTHING WITHOUT YOU),"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,201711,0,0,0,0,0
To Be With You,김연우,프로듀사 OST,ROY 엔터테인먼트,Sony Music,201506,0,0,0,0,0
To Be Young (Feat. Doja Cat),Anne-Marie,To Be Young,Major Tom`s / Asylum,Warner Music,202008,0,0,0,0,0
To Die For,Sam Smith,To Die For,Capitol,Universal Music,202004,1,0,0,0,0
To Me (내게로..),레인보우 (Rainbow),So 女 (EP),DSP미디어,Stone Music Entertainment,201104,1,0,1,0,0
To You,틴 탑 (Teen Top),aRtisT,티오피미디어,카카오 M,201206,1,1,0,0,0
Tomorrow (Feat. 태양),타블로,"열꽃, Part 2",YG Entertainment,지니뮤직,201111,1,0,0,0,0
Tonight,빅뱅,빅뱅 미니앨범 4집,YG Entertainment,지니뮤직,201102-201103-201104,1,0,2,2,0
Too Good At Goodbyes,Sam Smith,The Thrill Of It All (Special Edition),Universal Music,Universal Music,201709,0,0,0,0,0
Too Late,남녀공학,Something That Is Cheerful And Fresh (...,코어컨텐츠미디어,Stone Music Entertainment,201011,0,0,0,0,0
Too Love,XIA(준수),성균관 스캔들 OST,래몽래인,Warner Music,201010,0,0,0,0,0
Top Girl,지나(G.NA),Top Girl (EP),큐브엔터테인먼트,Universal Music,201108-201109,1,0,0,0,0
Top Secret,소녀시대,`The Boys` The 3rd Album,SM Entertainment,SM Entertainment,201110,0,0,0,0,0
Top Star,토니안,Top Star,티엔엔터테인먼트,NHN벅스,201104,0,0,0,0,0
Touch,miss A,Touch,AQ Entertainment & JYP Entertainment,지니뮤직,201202-201203,1,0,2,0,0
Touch Love,윤미래 (T),주군의 태양 OST Part 4,본 팩토리 & 로엔엔터테인먼트,카카오 M,201308-201309-201310,1,0,1,1,1
Touch my body,씨스타 (Sistar),TOUCH & MOVE,스타쉽엔터테인먼트,카카오 M,201407-201408,1,0,2,1,0
Tough Cookie (Feat. Don Mills),지코 (ZICO),Tough Cookie,세븐시즌스,Stone Music Entertainment,201411,1,0,0,0,0
Toy,블락비 (Block B),Blooming Period,세븐시즌스 & Stone Music Entertainment,Stone Music Entertainment,201604-201605,1,0,1,0,0
Trap,"스윙스(Swings), 유성은",마이 시크릿 호텔 OST Part 3,Stone Music Entertainment,Stone Music Entertainment,201409,0,0,0,0,0
Trick,소녀시대,`The Boys` The 3rd Album,SM Entertainment,SM Entertainment,201110,0,0,0,0,0
Trivia 承 _ Love,방탄소년단,LOVE YOURSELF 結 `Answer`,빅히트 엔터테인먼트,Dreamus,201809,0,0,0,0,0
Trivia 起 _ Just Dance,방탄소년단,LOVE YOURSELF 結 `Answer`,빅히트 엔터테인먼트,Dreamus,201809,0,0,0,0,0
Trivia 轉 _ Seesaw,방탄소년단,LOVE YOURSELF 結 `Answer`,빅히트 엔터테인먼트,Dreamus,201810-201901,0,0,0,0,0
Trouble Maker,트러블메이커 (Trouble Maker),Trouble Maker,큐브엔터테인먼트,Universal Music,201112-201201,1,1,2,1,0
Turn It Up,T.O.P,GD & TOP 정규앨범 1집,YG Entertainment,Stone Music Entertainment,201006-201007,1,0,0,0,0
Twilight,Wanna One (워너원),1-1=0 (NOTHING WITHOUT YOU),"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,201712,0,0,0,0,0
Twinkle,소녀시대-태티서(Girls` Generation-TTS),`Twinkle` Mini Album,SM Entertainment,지니뮤직,201205-201206,1,0,1,1,1
U,포맨 (4Men),You,YWHO & 해피페이스 Ent.,Sony Music,201009,1,0,1,0,0
U & I,에일리 (Ailee),A`s Doll House,YMC엔터테인먼트,NHN벅스,201307-201308,1,0,1,1,0
U & I (With Crush & 빈지노),토이 (Toy),Da Capo,안테나뮤직,Stone Music Entertainment,201411,1,0,0,0,0
U GOT IT,갓츄 (GOT U),PRODUCE X 101 - 31 Boys 5 Concepts,Stone Music Entertainment,지니뮤직,201907,1,0,0,0,0
U R,태연 (TAEYEON),I - The 1st Mini Album,SM Entertainment,지니뮤직,201510,1,0,1,0,0
U You,에이핑크 (Apink),Secret Garden,플레이엠엔터테인먼트,Stone Music Entertainment,201307,0,0,0,0,0
U-Go-Girl (Feat. 김세황) (이효리),옥주현,`나는 가수다` 경연 6-1. 이 무대에서 도전하고 싶은 노래,아이엠비씨,NHN벅스,201107,0,0,0,0,0
UNCOMMITTED,XIA(준수),UNCOMMITTED,씨제스엔터테인먼트,에이앤지모즈,201208,0,0,0,0,0
UUU,정인,rare,리쌍컴퍼니,카카오 M,201602,0,0,0,0,0
Ugly,2NE1 (투애니 원),2NE1 2nd Mini Album,YG Entertainment,지니뮤직,201107-201108-201109,1,0,1,1,0
Uh-Oh,(여자)아이들,Uh-Oh,큐브엔터테인먼트,카카오 M,201907,1,1,0,0,0
Universe,EXO,"Universe - 겨울 스페셜 앨범, 2017",SM Entertainment,지니뮤직,201801,1,0,0,0,0
Up,에픽하이 (Epik High),7집 99,YG Entertainment,지니뮤직,201210,1,0,0,0,0
Up All Night (Feat. Mayson The Soul),빈지노(Beenzino),Up All Night,ILLIONAIRE RECORDS,Stone Music Entertainment,201407,0,0,0,0,0
Uptown Funk (Feat. Bruno Mars),Mark Ronson,Uptown Funk,Columbia,Sony Music,201503-201504,1,0,0,0,0
Venus,신화,10집 The Return,신화컴퍼니,Stone Music Entertainment,201203-201204,1,0,0,0,0
Venus,헬로비너스 (HELLOVENUS),1st Mini Album `VENUS`,트라이셀미디어,NHN벅스,201206,0,0,0,0,0
Very Good,블락비 (Block B),Very Good,세븐시즌스 & Stone Music Entertainment,Stone Music Entertainment,201310,1,0,1,0,0
View,샤이니 (SHINee),Odd - The 4th Album,SM Entertainment,지니뮤직,201505-201506,1,0,2,1,0
Viva청춘,딕펑스 (Dick Punks),Viva Primavera,TNC컴퍼니,Sony Music,201304,0,0,0,0,0
Volume Up,포미닛 (4minute),Volume Up,큐브엔터테인먼트,Universal Music,201204-201205,1,0,1,0,0
WANNABE,ITZY (있지),IT`z ME,JYP Entertainment,Dreamus,202003-202004-202005-202006,1,0,1,0,0
WE LIKE 2 PARTY,빅뱅,A,YG Entertainment,지니뮤직,201506-201507,1,0,1,1,0
WEE WOO,PRISTIN (프리스틴),The 1st Mini Album `HI! PRISTIN`,플레디스,카카오 M,201704,0,0,0,0,0
WELCOME BACK,iKON,WELCOME BACK,YG Entertainment,지니뮤직,201510,0,0,0,0,0
WHERE YOU AT,뉴이스트 W,"W, HERE",플레디스,Stone Music Entertainment,201710,1,0,0,0,0
WINTER FLOWER(雪中梅) (Feat.RM),윤하,UNSTABLE MINDSET,C9엔터테인먼트,카카오 M,202002,0,0,0,0,0
Wait,EXO,LOVE SHOT - The 5th Album Repackage,SM Entertainment,Dreamus,201902,0,0,0,0,0
Wait a Minute,소녀시대,The 4th Mini Album “Mr.Mr.”,SM Entertainment,지니뮤직,201402,0,0,0,0,0
Walkin` In The Rain,블락비 (Block B),Blooming Period,세븐시즌스 & Stone Music Entertainment,Stone Music Entertainment,201605,0,0,0,0,0
Wanna Be (My Baby),Wanna One (워너원),1X1=1(TO BE ONE),"YMC엔터테인먼트, STONE MUSIC ENTERTAINMENT",Stone Music Entertainment,201708,1,0,0,0,0
Warrior,B.A.P,Warrior,TS엔터테인먼트,카카오 M,201202,0,0,0,0,0
Wash Away (Feat. 에일리),긱스 (Geeks),1집 Backpack,"WA엔터테인먼트, 그랜드라인엔터테인먼트",지니뮤직,201305,1,0,1,0,0
Watch Out!!,제국의아이들 (ZE:A),Exciting (Special Single),스타제국,지니뮤직,201107,0,0,0,0,0
Watermelon Sugar,Harry Styles,Fine Line,Columbia,Sony Music,202006,0,0,0,0,0
Way Back Home,숀 (SHAUN),Take,디씨톰엔터테인먼트,Warner Music,201807-201808-201809-201810-201811-201812-201901-201902-201903-201904-201905-201906-201907-201908,1,0,4,3,1
We Don`t Talk Anymore (Feat. Selena Go...,Charlie Puth,Nine Track Mind (Deluxe),Artist Partners,Warner Music,201901-201903-201904-201905-201906-201907-201908-201909-201910,0,0,0,0,0
We No Speak Americano (Radio Edit),Yolanda Be Cool & DCup,We No Speak Americano (Single),시크리션뮤직코리아,티에스앤컴퍼니,201012-201104,0,0,0,0,0
We all lie,하진,SKY 캐슬 OST Part.4,JTBC콘텐트허브,Warner Music,201901-201902,1,0,0,0,0
We don`t talk together (Feat. 기리보이) (P...,헤이즈 (Heize),We don`t talk together,"Stone Music Entertainment, Studio blu",지니뮤직,201907-201908,1,0,0,0,0
Well Done (Feat. Ja Mezz),지코 (ZICO),Well Done,세븐시즌스,Stone Music Entertainment,201502,1,0,0,0,0
What I Want For Christmas,EXO,"For Life - 겨울 스페셜 앨범, 2016",SM Entertainment,지니뮤직,201612,0,0,0,0,0
What Is Right,빅뱅,빅뱅 미니앨범 4집,YG Entertainment,지니뮤직,201102-201103,1,0,0,0,0
What Lovers Do (Feat. SZA),Maroon 5,Red Pill Blues (Deluxe Edition),Interscope Records,Universal Music,201711-201712-201801,0,0,0,0,0
What Lovers Do (Feat. SZA),Maroon 5,What Lovers Do,Interscope Records,Universal Music,201709,0,0,0,0,0
What The Hell,Avril Lavigne,What The Hell (Single),Rca Records Label,Sony Music,201101-201103,0,0,0,0,0
What U do?,EXO,THE WAR - The 4th Album,SM Entertainment,지니뮤직,201708,0,0,0,0,0
What a life,세훈&찬열,What a life - The 1st Mini Album,SM Entertainment,Dreamus,201908,0,0,0,0,0
What could I do (Feat. 범키),MC몽,MISS ME OR DISS ME,드림티 엔터테인먼트,카카오 M,201411,1,0,0,0,0
What is LUV (Feat. Loco),알리 (ALi),What Is LUV,BLUISH VIOLET,지니뮤직,201406,0,0,0,0,0
What is Love?,TWICE,What is Love?,JYP Entertainment,Dreamus,201804-201805-201806-201807,1,0,2,2,0
Whatever (Feat. 민아 of 걸스데이),MC몽,MISS ME OR DISS ME,드림티 엔터테인먼트,카카오 M,201411,1,0,0,0,0
Whatta Man (Good man),아이오아이 (I.O.I),Whatta Man,YMC엔터테인먼트,카카오 M,201608,1,0,1,0,0
When I Am Older,Josh Gad,Frozen 2 (겨울왕국 2 OST),Walt Disney Records,Universal Music,201912,0,0,0,0,0
When We Disco (Duet with 선미),박진영,When We Disco,JYP Entertainment,Dreamus,202008,1,0,0,0,0
White Day,걸스데이 (Girl`s Day),White Day,드림티 엔터테인먼트,카카오 M,201302,0,0,0,0,0
White Forever,엠블랙 (MBLAQ),White Forever (Digital Single),J.Tune Camp,Stone Music Entertainment,201112,0,0,0,0,0
"Who Am I (Feat. 유희열, 정재형)",유브이 (UV),Who am I,락스미스바이쇼쇼타입,Stone Music Entertainment,201109,1,0,0,0,0
Who Are You (Feat. 개코),보아 (BoA),Kiss My Lips - The 8th Album,SM Entertainment,지니뮤직,201505,1,0,1,0,0
Who are you,샘김,도깨비 OST Part 6,"Stone Music Entertainment, 화앤담픽쳐스",Stone Music Entertainment,201701-201702,1,0,0,0,0
Why,태연 (TAEYEON),Why- The 2nd Mini Album,SM Entertainment,지니뮤직,201607,1,1,0,0,0
Why Don`t You Know (Feat. 넉살),청하,Hands on Me,MNH Entertainment,Stone Music Entertainment,201706-201707,1,0,0,0,0
Why So Lonely,원더걸스 (Wonder girls),Why So Lonely,JYP Entertainment,지니뮤직,201607-201608-201609,1,0,2,2,1
Why So Serious?,샤이니 (SHINee),SHINee The 3rd Album Chapter 2. `Why S...,SM Entertainment,지니뮤직,201304,0,0,0,0,0
Wild And Young,강승윤,Wild And Young,YG Entertainment,지니뮤직,201308,0,0,0,0,0
Wind flower,마마무 (Mamamoo),BLUE;S,RBW,카카오 M,201812,1,0,0,0,0
Wine,태연 (TAEYEON),Purpose - The 2nd Album,SM Entertainment,Dreamus,201911,0,0,0,0,0
Winter Heat,EXO,"For Life - 겨울 스페셜 앨범, 2016",SM Entertainment,지니뮤직,201612,0,0,0,0,0
Winter is coming,한수지,도깨비 OST Part 11,"Stone Music Entertainment, 화앤담픽쳐스",Stone Music Entertainment,201701,0,0,0,0,0
With Chocolate,브라운 아이드 소울 (Brown Eyed Soul),Browneyed Soul,인넥스트 트렌드,Stone Music Entertainment,201012,0,0,0,0,0
With Me,휘성,It`s Real,YG Entertainment,지니뮤직,201401,0,0,0,0,0
With You,린 (LYn),태양의 후예 OST Part.7,"오우엔터테인먼트, 뮤직앤뉴",뮤직앤뉴,201604,1,0,0,0,0
Without U,2PM,Don`t Stop Can`t Stop,JYP Entertainment,카카오 M,201004-201005,1,0,2,0,0
Without You,유키스 (U-Kiss),U-Kiss Only One Album,NH EMG,NHN벅스,201002,1,0,0,0,0
Without You,정엽,Love You / Without You,인넥스트 트렌드,Stone Music Entertainment,201010,0,0,0,0,0
XX,볼빨간사춘기,Two Five,쇼파르뮤직,카카오 M,201911,0,0,0,0,0
XX몰라 (ZOTTO MOLA),Gary (개리),MR.GAE,리쌍컴퍼니,카카오 M,201401,1,0,0,0,0
Y,엠블랙 (MBLAQ),Y (EP),J.Tune Camp,Stone Music Entertainment,201005-201006,1,0,1,0,0
YES or YES,TWICE,YES or YES,JYP Entertainment,Dreamus,201811-201812-201901-201902-201903-201904-201905,1,0,3,2,0
YESTERDAY,블락비 (Block B),YESTERDAY,세븐시즌스,Stone Music Entertainment,201702-201703,1,0,1,1,0
YOU KNOW ME,악동뮤지션 (AKMU),사춘기 하 (思春記 下),YG Entertainment,지니뮤직,201701,0,0,0,0,0
YOUNG,"백현 (BAEKHYUN), 로꼬",YOUNG,SM Entertainment,Dreamus,201809,1,0,0,0,0
Ya Ya Ya,EXO,OBSESSION - The 6th Album,SM Entertainment,Dreamus,202001,0,0,0,0,0
Yes No Maybe,수지,Yes? No?,JYP Entertainment,지니뮤직,201701-201702,0,0,0,0,0
Yoo Hoo,시크릿 (Secret),Letter From Secret,TS엔터테인먼트,카카오 M,201305,1,0,1,1,0
You,G.Soul,Coming Home,JYP Entertainment,지니뮤직,201502,0,0,0,0,0
You,멜로망스(MeloMance),투유 프로젝트 - 슈가맨2 Part.2,JTBC,인터파크,201803-201804-201805-201806-201807-201808,1,0,3,1,0
You,브라운 아이드 소울 (Brown Eyed Soul),Browneyed Soul,인넥스트 트렌드,Stone Music Entertainment,201011,0,0,0,0,0
You Are My Everything,거미,태양의 후예 OST Part 4,"오우엔터테인먼트, 뮤직앤뉴",뮤직앤뉴,201603-201604-201605,1,0,2,2,0
You Are My Everything,다비치,Mystic Ballad Part 2,코어컨텐츠미디어,카카오 M,201303,0,0,0,0,0
You Are My Girl,김조한,지붕뚫고 하이킥 OST Part 1,온3프로덕션즈,카카오 M,201001,0,0,0,0,0
You Are So Beautiful,김준수,여인의 향기 OST Part 2,에이스토리,카카오 M,201108,1,0,1,0,0
You Do (Outro),G-Dragon,쿠데타 (COUP D`ETAT),YG Entertainment,지니뮤직,201309,0,0,0,0,0
You Don`t Love Me,스피카(SPICA),You Don`t Love Me,B2M 엔터테인먼트,Stone Music Entertainment,201402,1,0,0,0,0
You Think,소녀시대,Lion Heart - The 5th Album,SM Entertainment,지니뮤직,201508,0,0,0,0,0
You(=I),볼빨간사춘기,Full Album RED PLANET,쇼파르뮤직,NHN벅스,201706-201707,0,0,0,0,0
You`re My,태양,Solar,YG Entertainment,Stone Music Entertainment,201007,0,0,0,0,0
Young & Free,"시우민 (XIUMIN), 마크 (MARK)",Young & Free - SM STATION,SM Entertainment,지니뮤직,201707,0,0,0,0,0
Young Girls,Bruno Mars,Unorthodox Jukebox,Warner Music,Warner Music,201212-201301-201302,0,0,0,0,0
Your Love (Feat. LISA),이정,Love Affair,라우더스엔터테인먼트,지니뮤직,201404,0,0,0,0,0
Your Story,김현중,Round 3,키이스트,Stone Music Entertainment,201307-201308,0,0,0,0,0
Youth,Troye Sivan,Blue Neighbourhood (Deluxe),Universal Music,Universal Music,201806-201810-201912-202003,0,0,0,0,0
Yum-Yum (얌얌),마카롱 꿀떡,PRODUCE 101 - 35 Girls 5 Concepts,Stone Music Entertainment,Stone Music Entertainment,201604,1,0,0,0,0
Yummy,Justin Bieber,Yummy,RBMG/Def Jam,Universal Music,202004,0,0,0,0,0
Zeze,아이유 (IU),CHAT-SHIRE,로엔트리,카카오 M,201510-201511,1,0,0,0,0
Zombie,DAY6,The Book of Us _ The Demon,JYP Entertainment,Dreamus,202006,0,0,0,0,0
\ & ONLY (WON & ONLY) (Feat. 박재범),사이먼 도미닉 (Simon Dominic),\ & ONLY,AOMG,카카오 M,201508,0,0,0,0,0
all of my life,박원,0M,메이크어스엔터테인먼트,카카오 M,201709-201710-201711-201712-201801-201802,1,0,0,0,0
"always, i`ll care",Jeremy Zucker,"always, i`ll care",Republic Records,Universal Music,202004-202005,0,0,0,0,0
bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE G...","Darkroom, Interscope Records",Universal Music,201905-201906-201907-201908-201909-201910-201911-201912-202001-202002-202003-202004-202005,1,0,2,1,0
come out and play,Billie Eilish,come out and play,"Darkroom, Interscope Records",Universal Music,201912,0,0,0,0,0
everything i wanted,Billie Eilish,everything i wanted,"Darkroom, Interscope Records",Universal Music,201911-202002,0,0,0,0,0
flex (Prod. By 기리보이),"기리보이, Kid Milli, NO:EL, 스윙스 (Swings)",Dingo X Indigo Music,"인디고뮤직, 딩고뮤직",카카오 M,201810,1,1,0,0,0
"fuck, i`m lonely","Lauv, Anne-Marie","fuck, i`m lonely (from `13 Reasons Why...",뮤직테이블,NHN벅스,201910,0,0,0,0,0
highfiVe,"다이나믹 듀오(Dynamic Duo), 프라이머리(Primary), 보이비(Boi.B), 크러쉬(CRUSH)",highfiVe,아메바컬쳐,카카오 M,201607-201608,0,0,0,0,0
i`m so tired...,"Lauv, Troye Sivan",i`m so tired...,뮤직테이블,NHN벅스,201903-201907-201908-201909-201910,0,0,0,0,0
illa illa (일라 일라),주니엘 (Juniel),My First June,"F&C Music, Stone Music Entertainment",Stone Music Entertainment,201207-201208,1,0,2,0,0
instagram,DEAN,instagram,Joombas Co Ltd & Universal Music,Universal Music,201801-201802-201803,1,0,1,1,0
lovelovelove,백예린,Every letter I sent you.,블루바이닐,Dreamus,201912,0,0,0,0,0
make her dance (Feat. Loopy & Crush),사이먼 도미닉 (Simon Dominic),make her dance,AOMG,"지니뮤직, Stone Music Entertainment",201908-201909,0,0,0,0,0
melody (Moderato),크리스탈 (f(x)),Melody Project Part 2,지니뮤직,지니뮤직,201006,0,0,0,0,0
moneyflow (다 비켜봐),"송민호, 지코(ZICO), 팔로알토(Paloalto)",쇼미더머니 4 Episode 3,Stone Music Entertainment,Stone Music Entertainment,201508,1,0,0,0,0
puzzle,"씨잼 (C Jamm), 비와이(BewhY)",puzzle,린치핀뮤직,카카오 M,201608-201609,1,0,1,0,0
queen,손담비,the queen (THE 3RD MINI ALBUM SONDAMBI...,플레디스,NHN벅스,201007-201008,1,0,1,1,0
"thank u, next",Ariana Grande,"thank u, next","Republic Records, a division of UMG Recordings,Inc",Universal Music,201812-201901-201902-201903,1,1,0,0,0
unlucky,아이유 (IU),Love poem,카카오 M,카카오 M,201911-201912,1,0,0,0,0
wish you were gay,Billie Eilish,wish you were gay,"Darkroom, Interscope Records",Universal Music,201905-201906-201910-202002,0,0,0,0,0
yayaya,티아라 (T-ara),Vol.2 Temptastic (EP),코어컨텐츠미디어,Stone Music Entertainment,201012-201101,1,0,1,0,0
~42 (Feat. 샘김 (SAM KIM) & 에스나 (eSNa)),프라이머리 (Primary),신인류,아메바컬쳐,카카오 M,201708,0,0,0,0,0
ㅋ,장기하와 얼굴들,내 사랑에 노련한 사람이 어딨나요,두루두루AMC,카카오 M,201606,0,0,0,0,0
花요일 (Blooming Day),EXO-CBX (첸백시),Blooming Days - The 2nd Mini Album,SM Entertainment,Dreamus,201806-201807,0,0,0,0,0
가까이,태연 (TAEYEON),아름다운 그대에게 OST `가까이`,SM Entertainment,지니뮤직,201209,1,0,0,0,0
가까이 (Stay),비스트 (Beast),Time,큐브엔터테인먼트,Universal Music,201410,0,0,0,0,0
가까이 가까이,버벌진트 (Verbal Jint),천번째 남자 OST Part 5,스타엔트리엔터테인먼트,Warner Music,201209,0,0,0,0,0
가끔,지아 (Zia),그녀는 예뻤다 OST Part 2,본팩토리월드와이드,카카오 M,201510-201511,1,0,0,0,0
가끔,크러쉬 (CRUSH),가끔,아메바컬쳐,카카오 M,201404,1,0,0,0,0
"가끔 (Feat. Crush, 기리보이)",긱스 (Geeks),가끔,"HOW엔터테인먼트,GRANDLINE",카카오 M,201611,1,0,0,0,0
가끔 (With You),EXO,DON`T MESS UP MY TEMPO - The 5th Album,SM Entertainment,Dreamus,201811-201901,0,0,0,0,0
가끔 내가,김나영,가끔 내가,네버랜드,카카오 M,201407,0,0,0,0,0
가끔 이러다,펀치 (Punch),가끔 이러다,냠냠엔터테인먼트,카카오 M,201909-201910,1,0,0,0,0
가끔은 혼자 웁니다,김연우,나쁜남자 OST,어치브그룹디엔,카카오 M,201007-201008,0,0,0,0,0
